Customer_ID,Purchase_Date,Cover_Start_Date,Cover_End_Date,Period_of_Cover,LOB,Broker,Age,Occupation,Income,Marital_Status,Premium,Vehicle_Type,Vehicle_Brand,Vehicle_Age,Vehicle_Value,Vehicle_Use,Vehicle_Mileage,NCD,Number_of_Drivers,Driver1_Age,Driver2_Age,Driver1_LicenceYears,Driver2_LicenceYears,Driver1_LicenceRecord,Driver2_LicenceRecord,Driver1_Claims_Count,Driver2_Claims_Count,Location_Risk,Daytime_Parking,Overnight_Parking,Telematics,Credit_Score,Fraud_Risk_Score,CCJs,Sale_Flag,Claims_Count,Vehicle_Engine,Vehicle_HP,Saftey_ABS,Saftey_ESC,Saftey_TCS,Saftey_Rear_Camera,Antitheft_Immobilizer,Antitheft_Alarm,Antitheft_Remote_Locking,Antitheft_Steering_Wheel_Locks,Antitheft_GPS_Tracking,Fuel_Type,Transmission,Coverage_Type,Area_Type,Insurance_Type,Payment_Type,Traffic_Violations,DUI,Education,Licence,Channel,Policy_ID
178455ebb4c11ac2bd9029ffe1e96a22,2022-02-10,2022-11-16,2023-11-16,365,Private_Motor,Athena_Family,43,Chef,23341,Single,5784.89703515635,SUV,Tesla,15,17338.0515696945,Ride-Sharing,99830.8162565634,0,1,43,52,7,27,0,0,3,1,0.61055221920833,On-Street,Private Driveway,0.965568351792172,369.889150825795,0.979645519429995,1,1,4,1.125573395635,232.033844752695,1,1,0,1,0,0,1,0,1,Electric,Semi_Automatic,Comprehensive,SubUrban,Family,Monthly,1,1,Masters,Full,Affinity,1
bc50583b05fa404012f8a987c9417a8c,2021-12-21,2022-05-02,2023-05-02,365,Private_Motor,Athena_Lite,43,Pharmacist,193367,Divorced,3773.04168578366,Coupe,Nissan,4,33861.8887968616,Family Transport,11875.3138501511,0,1,43,41,5,19,1,0,1,0,0.743303179042414,Carpark,On-Street,0.55254352837801,760.533067307901,0.590279341408074,0,1,5,2.25480144866742,198.365146932134,1,1,0,1,0,1,0,0,1,Diesel,Manual,TPO,SubUrban,Individual,Monthly,1,1,Doctorate,International,Renewal,2
29196c2d21067f214b2cc1774a0c0a67,2022-01-11,2022-03-19,2023-03-19,365,Private_Motor,Athena_Family,33,Personal Trainer,52967,Single,400.686252742782,Hatchback,Mercedes,13,46160.2177291818,Business,41263.0114531578,0,1,33,63,1,27,1,0,5,0,0.793418450281024,Garage,Carpark,0.523381263948977,676.983092033537,0.902636359695389,1,1,1,1.40080848208163,249.816219308058,1,0,0,1,1,1,1,1,1,Electric,Manual,Comprehensive,SubUrban,Family,Monthly,1,1,Masters,International,Direct,3
8e84b0119abb59915f1a44873a0be8fc,2020-11-11,2021-06-16,2022-06-16,365,Private_Motor,Athena_Lite,71,Pharmacist,15168,Married,2360.02691223925,SUV,Toyota,4,34875.8521027245,Daily Commute,11750.069804343,0,1,71,72,27,8,1,0,2,1,0.897501165280119,Garage,Garage,0.476185021689162,549.385011287173,0.663391301492431,3,1,1,2.01914690865669,311.802783851602,1,1,0,1,1,1,1,1,1,Petrol,Automatic,TPO,Urban,Individual,Annually,1,1,Vocational,Full,Aggregator,4
c5b750ca39025c4b56061a1398e572fb,2022-10-15,2023-02-23,2024-02-23,365,Private_Motor,Athena_Lite,34,Carpenter,30745,Widowed,1922.85799304666,Convertible,Nissan,9,35179.1686061983,Ride-Sharing,28766.3422625475,1,1,34,50,8,22,1,0,1,0,0.87815350224264,Private Driveway,Park & Ride,0.995738084195182,605.893184359185,0.997474976617301,0,1,0,2.1797975137597,235.49289316342,1,0,0,1,1,0,0,1,1,Electric,Semi_Automatic,TPFT,Urban,Family,Monthly,1,1,Bachelors,EU/EEA,Aggregator,5
9d8143b3e80548bfffea2b963751fba1,2021-09-27,2022-06-07,2023-06-07,365,Private_Motor,Athena_Lite,68,Police Officer,18085,Separated,1644.37297997057,SUV,Nissan,9,18452.3664168753,Business,11747.3492487533,0,1,68,42,44,18,2,0,0,5,0.340989356394857,Residental Permit,Garage,0.654708476969972,308.401952915825,0.9814840714361,0,1,1,1.55580049112905,331.968087463839,1,1,1,1,0,1,0,0,1,Diesel,Semi_Automatic,Comprehensive,Rural,Family,Monthly,1,1,Doctorate,International,Renewal,6
7831bbc25ceaabff9bd2044e34534283,2021-03-04,2021-12-23,2022-12-23,365,Private_Motor,Athena_Lite,24,Barista,425640,Single,2623.95299461414,Sedan,Vauxhall,8,99664.3865630991,Recreational,24410.6849459042,0,1,24,45,2,13,0,0,3,1,0.263268725015223,Garage,Park & Ride,0.233551650540903,42.2963718005922,0.945213553242185,1,1,1,2.79743803455494,240.474657186069,1,0,1,1,0,1,1,0,1,Diesel,Semi_Automatic,TPFT,SubUrban,Individual,Annually,1,1,ALevels,International,Renewal,7
43dc6f42d3447f04ea4c44ec08495490,2020-09-14,2021-07-28,2022-07-28,365,Private_Motor,Athena_Lite,35,Lawyer,38966,Single,600.233621587576,Coupe,Honda,8,27546.1557130958,Ride-Sharing,193719.04310267,0,1,35,65,5,18,4,0,0,0,0.458686229074374,On-Street,Private Driveway,0.812588932691142,54.4686314729042,0.764613778118741,0,1,1,1.74371241789777,277.288194415601,1,1,1,1,0,1,0,1,1,Diesel,Semi_Automatic,TPO,Rural,Commercial,Annually,1,1,Bachelors,Full,Broker,8
466fdd8410cfd4e9bf68699c3529dc34,2021-04-05,2021-09-04,2022-09-04,365,Private_Motor,Athena_Family,28,Pharmacist,15773,Separated,1695.27022306618,SUV,Volvo,15,26233.5937118799,Daily Commute,490.022313177476,1,1,28,84,7,60,0,0,1,1,0.407707092119381,Residental Permit,Private Driveway,0.0273639431688935,735.472947533475,0.903891314292322,2,1,0,3.02246506756637,272.335798008329,1,1,0,1,1,1,1,0,1,Electric,Manual,Comprehensive,Rural,Family,Monthly,1,1,Doctorate,Full,Renewal,9
4311ebdac051e9a51c0d8b41fa81026f,2022-04-07,2023-03-07,2024-03-06,365,Private_Motor,Athena_Family,22,Librarian,886124,Divorced,5478.31601629967,SUV,Subaru,14,26256.1719851471,Recreational,314.669254402985,1,1,22,40,3,19,0,0,2,1,0.135499684605747,On-Street,Private Driveway,0.411258388310671,918.477258745814,0.877459074550358,2,1,0,1.59278396423906,305.6887520629,1,1,1,1,0,1,1,1,1,Diesel,Semi_Automatic,PIP,Rural,Individual,Monthly,1,1,Bachelors,Full,Renewal,10
c71d09100abb2c58144aa0d64e13880c,2020-10-06,2021-05-29,2022-05-29,365,Private_Motor,Athena_Family,20,Carpenter,17916,Married,789.289651693141,Hatchback,Mercedes,7,51265.8710405098,Business,1736.01055356173,1,1,20,38,0,3,0,0,0,0,0.842690119286999,Office,Residental Permit,0.728957179933786,146.599501293618,0.710031867256725,4,1,0,3.30453526834026,202.235175960428,1,1,0,1,0,0,0,0,1,Electric,Manual,PIP,Urban,Family,Monthly,1,1,Bachelors,EU/EEA,Affinity,11
51e22ab8e359d93d28e3a9f7006bcbca,2022-01-09,2022-04-06,2023-04-06,365,Private_Motor,Athena_Lite,32,Accountant,26825,Civil Partnership,9148.18663717369,SUV,Nissan,8,64969.0981654627,Recreational,54953.5361937768,0,1,32,58,4,30,0,0,0,2,0.820219336077571,Park & Ride,Private Driveway,0.760984054300934,549.570136816939,0.918136724297281,1,1,2,3.03518977679778,224.40966101951,1,0,1,1,1,0,0,0,1,Diesel,Semi_Automatic,TPFT,Rural,Individual,Annually,1,1,Doctorate,International,Renewal,12
4c24f1224252ad9a79ae986a6bcdbaf4,2022-09-17,2023-02-21,2024-02-21,365,Private_Motor,Athena_Family,97,Doctor,184087,Single,989.931145755133,Coupe,Hyundai,3,19788.1184766384,Public Transportation Complement,6717.8540012935,0,1,97,73,76,6,1,0,1,1,0.721187549643219,Residental Permit,Park & Ride,0.0803967828396708,847.457959626568,0.947945103526528,2,1,1,2.69395743054338,182.168116314875,1,1,0,1,0,0,1,1,1,Electric,Manual,TPFT,SubUrban,Individual,Monthly,1,1,ALevels,Full,Aggregator,13
dfab5cbb796f387f30c753a4edadd8d8,2021-01-20,2021-09-06,2022-09-06,365,Private_Motor,Athena_Gold,18,Teacher,294751,Divorced,3116.98450090982,Hatchback,BMW,10,14941.0956375278,Family Transport,16715.8726495213,1,1,18,88,0,23,1,0,0,1,0.497299996670336,Park & Ride,On-Street,0.00512990215793252,276.852662350517,0.995771905145455,0,1,0,2.57521243672818,231.876556965614,1,0,1,1,0,1,0,0,1,Petrol,Automatic,PIP,SubUrban,Family,Annually,1,1,Vocational,Full,Renewal,14
eb166cd896d26696e9ee174e116ea1d5,2022-03-04,2022-10-22,2023-10-22,365,Private_Motor,Athena_Lite,73,Engineer,24035,Married,918.132397155872,Hatchback,Subaru,16,35112.6219510693,Recreational,51302.877514531,0,1,73,51,6,19,0,0,0,1,0.311262481380254,Private Driveway,Garage,0.42231310158968,147.162477318663,0.892257988242389,0,1,3,3.08145458600484,264.557327251439,1,1,1,1,0,1,1,0,1,Petrol,Manual,TPFT,Urban,Commercial,Monthly,1,1,ALevels,Full,Renewal,15
24aae518a6d5bf90e307d61e5b3645f2,2021-03-08,2021-07-18,2022-07-18,365,Private_Motor,Athena_Lite,32,Flight Attendant,367543,Divorced,704.367446582024,Sedan,Volvo,5,27167.5221787695,Public Transportation Complement,2654.81910656897,0,1,32,75,7,26,1,0,0,1,0.662633272819221,Carpark,Carpark,0.431072578998283,159.923505787505,0.654514347429648,4,1,3,2.58277931797784,154.313878851981,1,0,0,1,1,0,1,1,1,Electric,Manual,TPO,SubUrban,Family,Monthly,1,1,Bachelors,Full,Aggregator,16
fd1faade6d342148ead8b4d6949bc0f0,2021-02-05,2022-01-26,2023-01-26,365,Private_Motor,Athena_Lite,43,Barista,34811,Widowed,9255.09745053461,Hatchback,Tesla,6,29288.4227901972,Recreational,23867.5573566016,0,1,43,34,6,10,1,0,0,3,0.00542426505126059,Private Driveway,On-Street,0.165523743024096,649.034407472704,0.950578368606431,2,1,1,1.67837971262634,172.482942043174,1,1,1,1,0,0,0,0,1,Diesel,Semi_Automatic,TPFT,Rural,Family,Monthly,1,1,ALevels,International,Aggregator,17
ca4ba7755fc7504d5d014243cdb4c4b5,2021-12-21,2022-07-22,2023-07-22,365,Private_Motor,Athena_Lite,67,Electrician,21129,Separated,5783.06432783146,Sedan,Vauxhall,5,21300.6343937406,Recreational,22281.1239727075,1,1,67,47,32,17,3,0,1,3,0.817394629586488,Garage,Garage,0.144802691182122,695.034388195491,0.855421793111871,0,1,0,1.26857087737881,226.694343414382,1,0,0,1,0,0,0,0,1,Petrol,Automatic,TPFT,Urban,Individual,Monthly,1,1,Masters,EU/EEA,Affinity,18
6aeafbe4e9914943cc0531048f022270,2021-04-29,2021-12-31,2022-12-31,365,Private_Motor,Athena_Lite,18,Pharmacist,146476,Divorced,578.817467575398,Coupe,Tesla,18,80686.804467037,Recreational,581.585258481309,0,1,18,50,0,2,1,0,4,2,0.734607175225392,On-Street,Garage,0.815582158975303,434.960158386966,0.967349822320282,0,1,5,1.10212887485977,182.939096775521,1,0,0,1,0,1,0,0,1,Diesel,Automatic,PIP,Urban,Family,Annually,1,1,Vocational,EU/EEA,Renewal,19
0133be20b24838d360c8417418706c4b,2022-03-23,2022-06-23,2023-06-23,365,Private_Motor,Athena_Lite,28,Software Developer,486825,Divorced,322.938903675436,Coupe,Tesla,11,97251.7615521127,Recreational,3314.15137142867,0,1,28,67,9,27,0,0,5,0,0.912530469940975,Carpark,Carpark,0.698497279081494,777.034413053189,0.555629261308007,4,1,2,2.34438013425097,295.514825960188,1,0,0,1,1,0,0,1,1,Diesel,Semi_Automatic,TPO,Urban,Family,Annually,1,1,Doctorate,International,Affinity,20
c2f7fe632cf3ebd2d101b6d9b6daa8c0,2023-05-29,2023-06-06,2024-06-05,365,Private_Motor,Athena_Lite,46,Electrician,413275,Separated,790.571694745173,Sedan,Kia,4,67517.8715660061,Recreational,21220.6307318332,1,1,46,86,9,59,0,0,1,1,0.67741068941541,Park & Ride,Residental Permit,0.842064352706075,800.188929655356,0.967093585776569,0,1,0,2.41732906165998,237.871881662374,1,1,1,1,0,0,1,1,1,Diesel,Automatic,Comprehensive,Rural,Individual,Annually,1,1,Bachelors,Full,Aggregator,21
fe7b996ffba22606dfff6ca865c42689,2022-05-05,2022-10-01,2023-10-01,365,Private_Motor,Athena_Lite,79,Lawyer,904870,Widowed,3954.18127139366,Coupe,Toyota,12,23955.0753907317,Business,3847.80537354697,0,1,79,53,56,1,2,0,4,0,0.286507268203422,Park & Ride,On-Street,0.0666052540764213,959.070296525722,0.908859686851201,1,1,4,3.17361298389733,307.806726343437,1,0,1,1,1,1,1,1,1,Electric,Automatic,TPFT,SubUrban,Family,Annually,1,1,Vocational,EU/EEA,Renewal,22
f389abdf76e9ae3ba4f04033d6e43800,2021-03-22,2021-10-13,2022-10-13,365,Private_Motor,Athena_Lite,26,Chef,527989,Married,9186.18506250621,SUV,Ford,7,27143.937417184,Daily Commute,11791.1174660992,0,1,26,91,7,69,0,0,1,2,0.115615415852517,On-Street,Park & Ride,0.742641048040241,805.048962104134,0.933418115971194,0,1,4,3.47055331070442,242.442145037231,1,0,1,1,0,0,1,0,1,Petrol,Semi_Automatic,TPO,Urban,Individual,Annually,1,1,ALevels,EU/EEA,Aggregator,23
a9a74300ad7d4e2a0cdf9bf05f79bb78,2020-09-04,2021-09-01,2022-09-01,365,Private_Motor,Athena_Lite,23,Journalist,893058,Widowed,1748.61723696069,SUV,Nissan,6,84357.6000914195,Family Transport,173143.49005831,0,1,23,33,2,7,4,0,0,0,0.209962880937383,Private Driveway,On-Street,0.63488422264345,108.670997762354,0.762822611648495,0,1,2,2.25301926804241,291.847689291432,1,1,0,1,0,1,1,1,1,Diesel,Manual,Comprehensive,Urban,Family,Annually,1,1,Doctorate,International,Affinity,24
a69c7877d0bb11d98f01031a269f4333,2020-10-22,2021-05-14,2022-05-14,365,Private_Motor,Athena_Lite,29,Farmer,155024,Separated,4344.97154884634,SUV,Subaru,10,24827.2092241664,Family Transport,9312.72905396824,1,1,29,50,5,11,0,0,3,2,0.98807693622075,Residental Permit,Garage,0.259920412208885,602.679243609309,0.668870262134817,0,1,0,3.22396861936431,286.369558311581,1,1,1,1,0,0,0,1,1,Electric,Semi_Automatic,PIP,Urban,Individual,Monthly,1,1,Doctorate,EU/EEA,Renewal,25
7caed594e3820a24e81d8d056768d185,2021-09-22,2022-07-16,2023-07-16,365,Private_Motor,Athena_Family,71,Barista,89516,Widowed,1546.33361974241,Coupe,Ford,11,34817.0346200608,Business,46282.9732075756,0,1,71,74,41,13,1,0,4,1,0.0412516270298511,Private Driveway,On-Street,0.350353980669752,498.51345312316,0.932272726098918,2,1,3,3.40689938829746,286.932208626506,1,1,0,1,1,1,1,0,1,Petrol,Manual,TPO,Rural,Family,Annually,1,1,Vocational,Full,Aggregator,26
cdf452ac9d3d43ae78579a12ea3fd02b,2022-04-21,2022-05-14,2023-05-14,365,Private_Motor,Athena_Lite,69,Plumber,56366,Single,3278.55376365069,Coupe,Volvo,11,92335.2459220988,Business,112809.367823395,0,1,69,40,28,17,3,0,0,1,0.377962290775031,On-Street,Residental Permit,0.0217957030981779,707.61809828016,0.871771551323734,1,1,3,2.22365201299544,299.733284446775,1,1,0,1,1,0,1,1,1,Diesel,Manual,Comprehensive,SubUrban,Family,Annually,1,1,Masters,Full,Renewal,27
9b06d33f7f3d60a5c78792b1646cba73,2020-04-15,2021-03-10,2022-03-10,365,Private_Motor,Athena_Lite,50,Financial Analyst,419677,Civil Partnership,6157.10738521483,Coupe,Kia,4,24197.3787264564,Ride-Sharing,3633.38099742149,1,1,50,38,8,11,0,0,0,2,0.140598516445607,Residental Permit,Private Driveway,0.749834880931303,849.787211803487,0.955671083548176,2,1,0,1.33054091734812,289.737601245539,1,0,0,1,1,0,0,0,1,Electric,Semi_Automatic,PIP,Urban,Individual,Annually,1,1,Vocational,Full,Affinity,28
274b873ddbb11b658f61e1ebe280d8fb,2022-10-30,2022-11-14,2023-11-14,365,Private_Motor,Athena_Lite,48,Social Worker,32936,Divorced,1960.08440198274,Hatchback,BMW,6,30082.881821037,Business,1939.93993641527,1,1,48,60,7,8,0,0,3,1,0.280416959896684,Residental Permit,Garage,0.813659871928394,964.803211580263,0.705988604635771,0,1,0,2.40692345332354,169.742296345149,1,1,1,1,1,1,0,0,1,Electric,Manual,TPO,SubUrban,Individual,Monthly,1,1,Bachelors,International,Renewal,29
d208e3f93937f327c25542fb85cc946f,2020-12-10,2021-01-28,2022-01-28,365,Private_Motor,Athena_Family,56,Carpenter,39721,Separated,5871.98634081049,Sedan,Subaru,6,50923.7917942014,Recreational,23193.5046138638,0,1,56,96,5,49,3,0,0,1,0.656166760018095,Private Driveway,Park & Ride,0.130209719063714,350.533181199571,0.99938199983514,0,1,1,3.23254655837081,213.355158671211,1,1,1,1,0,0,0,1,1,Electric,Manual,TPFT,Urban,Family,Annually,1,1,Bachelors,International,Renewal,30
12e0cbad2af9959f3060eba1aa9bc881,2021-10-21,2022-07-27,2023-07-27,365,Private_Motor,Athena_Family,32,Doctor,63122,Single,3307.112946025,Hatchback,Hyundai,6,86459.207556403,Daily Commute,8065.6151427054,0,1,32,48,9,27,3,0,1,2,0.947142540710047,Residental Permit,Residental Permit,0.199934113305062,850.675727308262,0.96825897626594,0,1,4,3.21252135990653,188.804865100973,1,0,0,1,1,1,0,0,1,Electric,Semi_Automatic,TPO,SubUrban,Individual,Annually,1,1,Bachelors,Full,Direct,31
0a192c5d13fba6069506771fef273508,2022-03-02,2023-01-27,2024-01-27,365,Private_Motor,Athena_Lite,47,Photographer,565816,Civil Partnership,8232.3155251957,Sedan,Ford,11,92806.4608731528,Public Transportation Complement,1759.8181968802,1,1,47,82,24,17,0,0,0,2,0.0102290629874915,Office,Private Driveway,0.379673725459725,977.596901666606,0.770918897240971,0,1,0,1.50323774688877,240.003382091304,1,1,1,1,1,0,0,0,1,Diesel,Manual,TPO,Urban,Family,Monthly,1,1,Bachelors,Full,Affinity,32
0b760d2082e5521709827fe3de79023a,2022-05-10,2022-11-29,2023-11-29,365,Private_Motor,Athena_Family,43,Musician,837617,Single,1029.15018860565,Hatchback,Mercedes,9,23182.0487788756,Recreational,170939.300002612,1,1,43,69,0,1,0,0,0,1,0.893380554625765,Garage,Private Driveway,0.567823631456122,630.700890382519,0.724486205879581,0,1,0,2.89806418609805,269.272742418139,1,1,0,1,0,0,0,0,1,Diesel,Semi_Automatic,TPFT,Rural,Individual,Annually,1,1,ALevels,Full,Affinity,33
54abf5ef052cf0a6ee7e84bdcfa0b803,2023-01-16,2023-02-14,2024-02-14,365,Private_Motor,Athena_Lite,81,Electrician,306551,Divorced,8224.7859597198,Hatchback,Honda,13,22164.2558722518,Recreational,36667.7267199006,0,1,81,37,53,15,0,0,1,0,0.875788032310084,Carpark,Park & Ride,0.711790704634041,375.105250752065,0.856894285463431,3,1,2,2.31921341409907,187.53856804052,1,0,1,1,1,1,1,1,1,Petrol,Semi_Automatic,PIP,SubUrban,Family,Monthly,1,1,Bachelors,EU/EEA,Renewal,34
efc96a59944513ba212bd85875d48e49,2022-05-10,2023-02-22,2024-02-22,365,Private_Motor,Athena_Lite,37,Financial Analyst,26666,Civil Partnership,1823.92120665237,SUV,Nissan,12,16384.7727308497,Business,42260.2198746222,0,1,37,83,7,40,0,0,2,1,0.250955803552642,Residental Permit,Residental Permit,0.358880812767893,157.940270769177,0.929976045975831,0,1,2,3.42342894256581,260.147761067784,1,1,0,1,0,1,1,1,1,Diesel,Manual,TPFT,Urban,Individual,Annually,1,1,Vocational,EU/EEA,Direct,35
3b3208c38096e27b161d0a547d85ab75,2022-06-30,2022-07-27,2023-07-27,365,Private_Motor,Athena_Lite,64,Lawyer,68709,Divorced,449.783796400319,Sedan,Volvo,5,47299.2004406261,Ride-Sharing,1414.15848625348,0,1,64,77,32,33,0,0,1,0,0.831384972436354,Garage,Private Driveway,0.242938625859097,629.486201568972,0.996672298525012,0,1,1,2.61005792731885,233.24718792846,1,0,0,1,1,1,0,1,1,Electric,Manual,PIP,SubUrban,Individual,Monthly,1,1,Masters,EU/EEA,Renewal,36
f5e07c51c978817cad555cdf9585a901,2021-07-20,2021-09-22,2022-09-22,365,Private_Motor,Athena_Lite,55,Police Officer,15484,Married,1355.11128445815,Hatchback,Kia,10,64106.3301606347,Public Transportation Complement,184535.558110253,1,2,55,71,16,47,0,0,0,2,0.482206835411489,On-Street,Private Driveway,0.845911051146686,785.385364890564,0.750566443694052,1,1,0,3.25448238081299,231.169950289431,1,0,0,1,1,1,1,0,1,Diesel,Automatic,Comprehensive,SubUrban,Family,Monthly,1,1,Vocational,International,Renewal,37
62dd423f4521041e169531e5a68b01a2,2021-06-10,2022-03-16,2023-03-16,365,Private_Motor,Athena_Lite,57,Social Worker,426488,Separated,6417.43753371038,Hatchback,Hyundai,3,71749.0146375035,Ride-Sharing,25259.5477299057,0,1,57,98,18,57,4,0,1,1,0.351232623914257,Residental Permit,Carpark,0.773682706290856,241.835644491948,0.916582805285065,1,1,1,1.98448208300397,312.485454632573,1,0,0,1,0,1,1,0,1,Diesel,Automatic,Comprehensive,SubUrban,Individual,Monthly,1,1,ALevels,Full,Bank,38
adadf8ad643b75c87db761662058159a,2021-05-30,2022-04-29,2023-04-29,365,Private_Motor,Athena_Lite,59,Carpenter,63575,Married,1474.12223929041,Hatchback,Nissan,8,32753.8873649646,Public Transportation Complement,61510.90641432,1,1,59,45,31,18,0,0,0,1,0.697432475863025,Garage,Garage,0.43698310945183,50.7543856201228,0.742471894159093,1,1,0,1.13898790406529,256.588441497807,1,0,0,1,1,1,1,1,1,Diesel,Semi_Automatic,Comprehensive,Urban,Individual,Annually,1,1,ALevels,EU/EEA,Affinity,39
2001315fe22a738dae52f6680b4c41d6,2022-11-13,2023-03-13,2024-03-12,365,Private_Motor,Athena_Lite,27,Plumber,100704,Widowed,1101.77708170994,Hatchback,Toyota,2,55955.0358571924,Business,46122.4723016598,0,1,27,81,7,37,1,0,0,3,0.366381093394011,Carpark,Park & Ride,0.597936762263998,992.43440198712,0.961812696849046,3,1,2,1.67112110904418,230.084910562346,1,0,0,1,0,1,0,1,1,Electric,Semi_Automatic,PIP,Urban,Family,Annually,1,1,ALevels,International,Renewal,40
6618dc2ed81a2fc53f4ab86a94bf8432,2023-05-20,2023-05-28,2024-05-27,365,Private_Motor,Athena_Lite,40,Electrician,34926,Single,1237.27341204497,SUV,Toyota,4,47566.3061710797,Public Transportation Complement,3061.2027449963,0,2,40,71,16,30,0,3,5,0,0.362075039884076,Carpark,Private Driveway,0.361448238603771,968.728026604978,0.840247167409383,2,1,2,2.30936866917182,256.636511588297,1,0,1,1,0,0,0,0,1,Electric,Manual,PIP,Rural,Family,Monthly,1,1,Masters,EU/EEA,Affinity,41
e7466d32993df667cbed6013ce8c965a,2022-02-17,2023-01-26,2024-01-26,365,Private_Motor,Athena_Family,19,Chef,120442,Civil Partnership,3386.53088683906,Sedan,Nissan,4,63116.5999110266,Business,13818.8631203469,0,1,19,61,0,33,5,0,3,2,0.523073524935171,Garage,On-Street,0.344514468684793,34.6961747612804,0.775124692997461,0,1,4,3.38491474126931,223.255402320274,1,1,1,1,1,0,1,1,1,Petrol,Semi_Automatic,Comprehensive,Urban,Family,Monthly,1,1,Vocational,Full,Affinity,42
